"NAME"	"LogPhase_RSeq_S3"	"MS10_hrs_Rseq_S5"	"MS14_hrs_Rseq_S6"	"MS20_hrs_Rseq_S7"	"MS30_hrs_Rseq_S8"	"MS44_hrs_Rseq_S9"	"MS55_hrs_Rseq_S10"
"YGL209W"	31.4155	18.0853	19.0339	9.74764	14.2017	19.1319	15.3444
"YGL210W"	22.4679	25.0025	24.8272	21.2996	20.1684	20.9724	18.5971
"YGL211W"	24.4919	9.662	21.7784	15.7334	16.2673	16.593	23.7841
"YGL212W"	4.99433	5.35843	6.83663	3.71737	4.63978	5.8513	6.48077
"YGL213C"	46.3866	54.6376	67.8384	54.5203	44.5191	38.0031	32.8187
"YGL214W"	2	2	2	2	2	2	2
"YGL215W"	78.587	63.3261	95.8415	83.5437	102.892	129.531	155.434
"YGL216W"	14.0664	11.7463	15.8254	10.1084	11.0704	13.4496	14.9333
"YGL217C"	2	2	2	2	2	2	2
"YGL218W"	2	2	2	2	2	2	2
"YGL219C"	24.8183	35.7154	34.6989	23.2406	26.8399	30.3637	27.6405
"YGL220W"	98.1838	103.848	104.885	109.602	105.904	110.783	108.934
"YGL220W_5UTR"	2	2	2	2	2	2	2
"YGL221C"	46.5307	54.3017	51.0755	41.2215	40.5029	45.8686	42.8312
"YGL222C"	31.9674	60.7423	46.1713	35.4678	35.3906	53.215	49.4987
"YGL223C"	23.5039	24.4161	24.4971	18.3509	18.6833	20.5349	22.0866
"YGL224C"	24.5475	34.3243	48.9526	41.5514	63.0299	44.2037	42.6669
"YGL225W"	178.636	167.613	222.694	139.335	139.343	147.501	144.117
"YGL226C-A"	115.144	131.486	130.839	110.552	114.272	100.248	86.1363
"YGL226W"	10.8055	21.9645	18.3863	16.0673	16.7339	14.8811	12.0268
"YGL227W"	3.44348	18.8964	9.75221	9.34747	8.0465	13.1472	8.9342
"YGL228W"	35.3878	51.5679	54.1063	53.0565	47.4655	59.2648	53.3962
"YGL229C"	3.33822	14.6378	7.29044	8.80872	8.12464	9.4353	5.84592
"YGL230C"	2	2	2	2	2	2	2
"YGL231C"	52.1163	87.9292	62.8418	67.7005	56.3223	67.7287	63.7086
"YGL232W"	24.1865	31.5835	27.5288	27.6088	19.9798	21.8135	22.1284
"YGL233W"	12.6316	20.8809	21.07	17.9391	15.7077	16.682	13.9299
"YGL235W"	2	2	2	3.24848	4.04202	3.20298	5.67034
"YGL236C"	12.632	8.75487	15.2124	11.4726	15.9445	11.2261	15.6943
"YGL237C"	3.75208	5.85743	5.97275	4.6883	4.37763	5.61007	3.56941
"YGL238W"	90.0701	69.9643	104.681	68.7074	64.2154	72.2311	73.0509
"YGL239C"	2	2	2	2	2	2	2
"YGL240W"	9.42926	12.0277	11.2403	14.6981	13.232	18.3339	17.9117
"YGL241W"	12.2146	14.1703	14.7943	9.8637	9.64864	10.5917	9.32708
"YGL242C"	22.4835	52.1818	35.154	30.8925	26.7106	36.0784	26.8598
"YGL243W"	7.84351	10.2817	9.15989	9.96958	8.83436	10.2738	10.3478
"YGL244W"	9.21276	8.56245	19.0849	8.96132	9.19142	8.018	6.35442
"YGL245W"	408.72	345.185	388.602	250.37	242.674	262.991	212.688
"YGL246C"	29.289	14.9592	28.3892	22.3247	21.0049	19.1688	25.7105
"YGL247W"	18.773	18.6995	20.4825	22.0124	22.9346	21.7377	28.2636
"YGL248W"	17.6423	56.0634	35.9993	37.5363	36.5281	57.7457	59.7031
"YGL249W"	2	2	2	2	2	2	2
"YGL250W"	2	6.95743	5.05086	3.37375	4.81281	5.29679	3.45528
"YGL251C"	2	2.94921	2.88421	2	2	2	2
"YGL251C_5UTR"	2	2	2	2	2	2	2
"YGL252C"	23.0286	32.7352	38.3811	26.7168	26.7948	26.2692	21.3743
"YGL253W"	675.249	702.224	493.664	452.259	375.846	401.627	330.808
"YGL254W"	19.6384	14.0338	16.9412	14.2768	15.6733	17.9565	19.3672
"YGL255W"	79.8708	15.0333	34.7429	71.4027	53.6582	121.404	199.368
"YGL256W"	56.0878	44.5377	55.5729	48.4832	42.078	62.9884	58.4019
"YGL256W_3UTR"	2.6067	5.19558	3.70437	2.60093	2	4.56539	2
"YGL256W_5UTR"	54.1053	35.464	44.5479	56.5241	40.493	47.1593	49.441
"YGL257C"	18.2803	18.1854	24.459	18.5576	18.8597	18.3883	15.9879
"YGL258W"	2	2	2	2	2	6.54377	5.15393
"YGL258W-A"	2	12.0356	5.27261	9.61554	10.3255	17.7517	13.0484
"YGL259W"	2	10.6034	7.05744	7.8627	8.84907	18.6206	17.5838
"YGL260W"	2	2	2	2	2	2	2
"YGL261C"	2	2	2	2	2	2	2
"YGL262W"	2	2	2	2	2	3.3409	4.02626
"YGL263W"	5.31383	12.3654	11.8069	9.64642	11.6885	11.6855	11.9074
"YGLWtau2"	2	2	2	2	2	2	2
"YGR001C_5UTR"	2	2	2	2	2	2	2
"YGR002C"	11.1751	14.6141	15.9501	13.372	11.5091	15.1424	16.7977
"YGR003W"	11.788	7.09721	13.2157	10.4788	9.92674	10.2287	12.0014
"YGR004W"	19.5559	13.3085	23.4576	18.3652	17.0344	16.0768	22.5638
"YGR005C"	13.7666	22.0114	22.7567	18.257	15.4647	19.2604	18.4773
"YGR006W"	3.47658	5.63916	7.13197	4.85245	5.71735	5.83306	6.83239
"YGR007W"	34.68	33.4267	45.6571	29.4398	31.955	30.4178	33.2297
"YGR008C"	15.7185	380.198	97.219	119.618	74.4219	207.225	80.19
"YGR009C"	7.44832	10.9896	12.5996	7.93187	7.75979	8.48586	6.22606
"YGR010W"	15.8034	22.1006	14.9762	15.3942	15.3435	19.3733	18.0015
"YGR011W"	8.96931	13.6536	10.1229	9.34826	8.05033	11.6466	7.41269
"YGR012W"	19.1002	20.406	22.6716	15.6284	16.1116	19.4485	18.3078
"YGR013W"	7.69819	9.83487	10.4857	7.24566	8.78636	9.64708	9.58672
"YGR014W"	79.8782	76.3085	111.696	87.8477	80.3777	94.398	98.5797
"YGR015C"	9.98131	16.7472	14.465	14.7299	13.3263	14.9289	14.9332
"YGR016W"	4.10044	6.20772	5.20715	4.57203	5.18545	5.84579	5.07663
"YGR017W"	28.2061	34.4603	23.1905	22.0117	20.1344	19.0562	19.2534
"YGR018C"	2.52295	4.88544	3.14481	7.59425	4.92067	7.37395	6.78476
"YGR019W"	18.6523	85.1708	51.6085	53.8477	45.1182	63.7375	54.5182
"YGR020C"	286.182	384.079	326.658	295.924	256.256	276.824	235.025
"YGR021W"	6.47982	12.43	12.8948	9.45329	8.61337	12.3642	11.4005
"YGR022C"	2	2	2	3.95358	5.10833	3.9225	5.50599
"YGR023W"	7.45377	13.7058	16.9847	18.0002	16.924	28.4434	25.0533
"YGR024C"	44.6902	50.4179	48.4225	58.0138	45.9079	47.1752	49.776
"YGR025W"	2	2.00652	2.1179	2	2	3.64407	2.84531
"YGR025W%2CYGR026W"	79.6333	148.702	117.398	99.185	93.4682	122.405	101.051
"YGR026W"	2	2	6.56839	4.36596	2	2	2
"YGR027C"	733.648	592.398	484.173	424.024	505.159	390.639	335.508
"YGR027W-A"	1544.59	1339.33	2278.87	2253.2	2415.77	2255.25	2881.18
"YGR027W-B"	853.398	790.979	1271.67	1071.11	1161.3	1055.38	1314.81
"YGR028W"	13.8421	31.4216	23.7511	21.6067	19.5502	23.7062	24.1808
"YGR029W"	36.5383	50.9405	42.0114	45.1251	38.8426	38.9142	35.0718
"YGR029W_3UTR"	2.77182	5.37205	2	2	3.80581	2	2
"YGR030C"	6.6915	3.09781	7.4264	8.28592	8.85898	8.04023	9.04888
"YGR031C-A"	2	2	2	2	2	2.26345	2
"YGR032W"	9.01859	28.3377	51.172	60.3375	50.744	85.3205	113.779
"YGR033C"	51.6912	66.5537	65.2927	60.9973	50.7803	59.6534	59.4517
"YGR034W"	2679.49	1641.14	1688.21	1648.1	1703.11	1436.94	1324.2
"YGR035C"	13.8426	2.75426	5.55388	6.78761	2.90086	5.54312	7.58877
"YGR035W-A"	2	2	2	2	2	2	2
"YGR036C"	5.42305	2	4.1299	3.46141	4.23965	2.23277	2
"YGR037C"	416.723	382.305	501.878	471.71	518.327	561.314	554.4
"YGR038C-A"	66.8635	97.2585	218.48	496.78	521.425	476.588	610.651
"YGR038C-B"	29.1579	70.3712	163.501	324.839	472.931	382.991	519.073
"YGR038W"	35.4933	58.4363	43.9625	49.8567	43.5569	49.2622	46.7374
"YGR039W"	2	2	2	2.55668	2	3.45397	3.8905
"YGR039W%2CYGR040W"	4.81778	4.61285	5.11211	3.83168	6.70647	8.34561	9.44142
"YGR040W"	20.0715	19.9738	19.4409	16.2664	14.7115	18.9914	22.0703
"YGR041W"	22.0554	23.8221	24.0243	20.0079	19.2839	21.109	18.9082
"YGR042W"	10.008	16.1137	14.9844	15.8237	13.4217	17.7736	18.6089
"YGR043C"	2	34.4939	11.6322	18.0471	17.8038	40.6097	45.2717
"YGR044C"	5.51117	15.9058	11.5462	14.0689	6.51731	11.0325	6.98138
"YGR044C%2CYGR045C"	26.1585	66.5613	55.0547	65.4088	48.9712	47.2269	41.5918
"YGR045C"	2	3.12203	2.49818	2.88601	3.57365	4.31114	5.10114
"YGR045C_5UTR"	2	2	2	2	2	2	2
"YGR046W"	16.0182	26.1016	29.0508	26.6475	25.2897	32.5042	33.7701
"YGR047C"	9.16218	8.67953	12.2765	8.25882	8.45002	8.81754	8.89136
"YGR048W"	18.1312	40.6469	40.6913	40.8758	40.6346	49.9279	41.9604
"YGR049W"	30.7722	50.1137	50.4522	38.8262	54.0377	72.3959	101.407
"YGR050C"	7.32812	5.91674	8.46682	8.57973	7.95413	12.1703	12.0848
"YGR050C_5UTR"	2	2	2	2	2	2	2
"YGR051C"	2	2	2	2	2	2	2
"YGR052W"	46.6404	14.7569	61.7315	26.9031	23.016	91.4191	50.9304
"YGR053C"	2	6.24966	2.33121	2.79048	2.98436	4.19331	2.36447
"YGR054W"	152.949	104.056	182.861	120.444	104.013	112.68	129.241
"YGR055W"	115.46	56.792	10.7674	27.5863	33.0772	35.3003	38.4885
"YGR056W"	12.3276	10.2661	14.5757	9.47774	9.49083	11.3627	12.2691
"YGR057C"	13.2045	12.3106	16.4546	17.8481	16.5564	21.053	25.6065
"YGR058W"	12.6996	11.7018	12.8269	9.93597	9.48561	11.8411	12.0474
"YGR059W"	2	2	2	2	2	2	2
"YGR060W"	593.392	562.891	706.654	551.872	772.004	986.027	1233.43
"YGR061C"	425.83	219.255	344.991	288.264	209.959	181.748	156.676
"YGR062C"	18.2023	21.3864	14.8902	14.9974	13.6914	16.943	18.1721
"YGR063C"	114.633	112.407	84.534	76.5344	75.499	86.4743	95.6061
"YGR064W"	2	2	2	2	2	2	2.55314
"YGR065C"	29.9088	31.6867	479.268	583.514	501.114	288.637	192.562
"YGR066C"	2	2	2	3.74675	2	3.02575	4.68514
"YGR067C"	2	2.37471	2.24791	3.9082	3.64171	9.20379	6.40238
"YGR068C"	10.1833	8.93686	13.6133	11.2063	10.1017	12.0521	13.8695
"YGR068W-A"	2	2	2	2	2	2	2
"YGR069W"	2	2	2	2	2	2	2
"YGR070W"	2.8412	11.8901	9.85801	6.90082	8.11259	16.5714	12.6753
"YGR072W"	3.72312	4.16939	5.10997	3.75175	4.40801	4.05238	4.62175
"YGR073C"	5.42214	4.194	4.51959	3.69599	5.88197	4.33454	2
"YGR073C%2CYGR075C"	2.83765	3.55505	3.80571	3.76319	4.79922	5.64118	4.90069
"YGR074W"	41.019	34.1025	43.0588	32.6061	35.0676	32.7028	42.0749
"YGR075C"	2	2.25452	2	2	2	2	2
"YGR076C"	12.2678	23.4966	18.0414	16.2758	17.1206	20.8572	18.244
"YGR077C"	20.828	29.5177	27.7556	29.7142	24.2991	27.5552	25.0913
"YGR078C"	37.7205	30.05	35.088	27.0986	28.2518	26.9409	29.8592
"YGR079W"	24.1617	2.57365	16.7709	17.1733	17.4999	18.5078	41.2061
"YGR080W"	23.7992	70.3854	46.856	42.4149	36.5539	50.1526	40.2407
"YGR081C"	40.1161	17.6839	44.8055	48.1686	35.9812	30.183	40.0332
"YGR082W"	114.459	124.265	147.659	130.319	100.354	104.194	104.043
"YGR083C"	35.621	23.0149	46.1765	24.9149	23.6919	25.1625	28.5125
"YGR084C"	16.255	22.7777	23.838	16.7554	16.2276	19.9971	19.7103
"YGR085C"	1188.02	853.072	996.172	1006.39	866.625	851.242	808.093
"YGR086C"	267.629	528.944	574.923	450.99	404.873	582.482	400.456
"YGR087C"	2	56.2997	2.65432	4.49548	3.84604	7.54751	12.5451
"YGR088W"	3.81154	164.681	49.4923	51.5088	42.3666	156.161	74.9651
"YGR089W"	20.8459	17.335	21.2669	18.0414	16.615	19.2947	21.8608
"YGR090W"	82.6146	36.8773	97.299	55.9171	45.9617	47.4894	61.2187
"YGR091W"	7.12615	6.67035	8.93715	7.30854	7.21866	7.32511	9.5549
"YGR092W"	11.4855	21.8611	22.4956	17.2838	18.5031	21.5545	17.5468
"YGR094W"	354.908	199.084	366.72	285.049	253.91	224.391	189.759
"YGR095C"	47.4676	22.802	41.1308	33.0098	30.464	35.9869	46.6311
"YGR096W"	14.5623	10.07	14.0018	14.051	13.4899	14.6444	15.6053
"YGR097W"	32.9919	32.3362	37.954	27.1238	30.4707	39.1991	36.5992
"YGR098C"	11.7131	11.8577	13.9648	8.52622	9.37599	10.8698	10.9266
"YGR099W"	9.82834	10.3105	11.4689	8.50041	8.57359	9.39259	10.4557
"YGR100W"	11.1522	23.0515	18.3543	15.5657	15.8072	16.8486	13.8114
"YGR101W"	19.7539	35.1296	30.5961	34.5423	32.3186	36.1293	32.4916
"YGR103W"	172.076	57.5354	180.53	134.814	119.752	115.468	144.039
"YGR104C"	9.62367	11.3543	11.3501	9.39675	9.20947	9.53642	11.3636
"YGR105W"	74.8794	96.7553	79.0747	69.6568	71.7002	67.2244	59.0495
"YGR106C"	316.521	387.858	295.693	351.419	275.724	299.051	256.466
"YGR107W"	2	2.27193	2.15202	2.31044	3.475	3.28555	3.26228
"YGR108W"	40.2009	38.3297	36.5014	22.8971	18.9266	14.546	11.5216
"YGR109C"	3.50475	11.5945	7.03864	3.2581	4.20274	5.80073	5.6704
"YGR109C_5UTR"	2	2	2	2	2	2	2
"YGR109W-A"	2	2	2	2	2	2	2
"YGR109W-B"	2	2	2.79582	2.43679	2.24133	3.30802	3.86276
"YGR110W"	2	4.78097	8.87336	15.0211	14.7748	15.5571	15.049
"YGR111W"	14.5721	45.4785	30.1525	26.4478	22.8028	32.5335	24.7599
"YGR112W"	5.03682	14.4507	9.44212	8.21514	9.30252	11.9715	9.28547
"YGR113W"	11.4213	16.7719	15.243	10.639	8.99848	9.83081	9.58297
"YGR114C"	2	2	2	2	2	2	2
"YGR115C"	2	2	2	2	2	2	2
"YGR116W"	47.6278	61.1516	73.2071	46.7509	39.6585	40.744	33.8599
"YGR117C"	20.2117	30.9447	30.3768	26.1468	19.8983	23.9197	21.3634
"YGR118W"	1342.17	1030.1	1141.05	968.598	913.345	798.642	754.194
"YGR119C"	29.4702	23.4288	36.2153	25.7432	23.5236	26.179	26.0258
"YGR120C"	15.4205	14.5293	15.7756	13.6434	10.6717	12.8559	14.2229
"YGR121C"	79.3117	75.9355	85.7211	79.7112	63.3907	44.1984	28.6428
"YGR121W-A"	2	2	2	2.67283	2	2	2.16899
"YGR122C-A"	3.40795	9.56078	6.84341	5.7223	6.60977	8.71279	6.70405
"YGR122C-A_3UTR"	2	2	2	2	2	2	2
"YGR122C-A_5UTR"	2	2	2	2	2	2	2
"YGR122W"	17.8937	22.743	22.0886	19.3959	15.9986	21.1761	16.6862
"YGR123C"	82.7447	36.5115	73.2458	47.7671	42.5277	37.4814	43.7173
"YGR124W"	440.644	323.832	482.709	487.338	433.304	413.005	352.699
"YGR125W"	107.959	171.644	127.696	97.5976	80.1233	66.7385	52.7081
"YGR126W"	16.082	15.5354	12.2284	9.66729	8.63525	11.3842	8.70466
"YGR127W"	14.1924	30.8872	21.3681	15.0115	15.3079	26.4984	20.5869
"YGR128C"	58.2042	16.0198	55.4121	33.7472	31.438	29.2223	40.6876
"YGR129W"	3.62199	3.63344	4.76636	4.38895	7.56946	6.23006	6.85892
"YGR130C"	12.3409	58.2221	44.256	48.3699	36.2524	59.577	38.163
"YGR131W"	4.07327	4.92241	6.55118	6.96894	9.23314	11.6726	17.8877
"YGR132C"	53.8599	93.0816	93.8608	91.7732	83.5282	103.299	82.9379
"YGR133W"	12.9925	18.878	19.9169	20.7925	23.5096	24.8677	28.1313
"YGR134W"	11.5133	8.84238	11.9574	8.84476	9.97834	10.1723	10.5319
"YGR135W"	103.206	186.899	164.016	187.725	153.365	192.113	151.152
"YGR136W"	46.4614	70.4805	56.9775	46.5497	44.4516	70.3186	71.7771
"YGR137W"	32.2346	50.2852	49.6679	34.9722	32.838	49.0691	47.0736
"YGR138C"	91.3446	81.531	23.0358	25.3195	24.4894	39.3168	66.4291
"YGR139W"	2	2	2	2	2	2	2
"YGR140W"	8.21628	6.37192	8.13306	4.43604	4.98155	6.26028	7.79819
"YGR141W"	3.07385	5.17293	6.77995	5.12475	5.72131	6.10737	3.37746
"YGR142W"	3.66228	23.9889	11.703	10.0673	20.0444	62.5292	78.8197
"YGR143W"	22.2777	44.4259	38.3673	36.574	28.5173	34.5375	28.8265
"YGR144W"	3.89024	10.4422	6.18463	8.44902	10.3402	20.252	32.6335
"YGR145W"	40.0294	9.97766	43.6619	26.1133	23.4914	19.318	25.7991
"YGR146C"	7.63097	23.5113	23.7675	23.5567	28.1115	58.8051	70.6946
"YGR146C-A"	2	2	2	2	2.28807	2.3434	4.93832
"YGR147C"	42.7549	34.6162	44.4117	38.8494	33.9306	36.1227	40.837
"YGR148C"	371.426	286.287	286.366	314.432	256.546	247.004	216.294
"YGR149W"	18.2715	138.054	64.3392	93.052	75.2527	97.7256	79.4087
"YGR150C"	7.8363	8.41785	10.3909	7.9372	7.03913	7.69992	9.2522
"YGR151C"	4.94648	7.62174	9.65319	3.69706	8.18041	6.04705	3.31283
"YGR152C"	13.8465	17.5086	16.4838	9.2778	11.5059	14.3647	13.7444
"YGR153W"	2	3.04512	3.80828	2.15016	4.4706	5.59558	5.89741
"YGR154C"	2.67912	22.7366	5.5992	6.80713	8.45803	9.83979	10.7503
"YGR155W"	469.151	492.35	473.527	393.567	282.672	301.573	361.522
"YGR156W"	8.92136	8.55379	12.4826	5.95423	7.72318	9.98374	11.588
"YGR157W"	157.034	271.065	229.866	203.756	181.875	157.226	120.659
"YGR158C"	40.0032	19.5082	38.8152	26.0778	26.8358	26.66	36.3088
"YGR159C"	575.006	125.263	459.138	281.542	276.567	219.084	304.456
"YGR160W"	2	2	2	2	2	2	2
"YGR161C"	18.8251	29.6748	49.2005	40.7699	54.8525	97.5338	114.435
"YGR161C-C"	186.92	203.67	326.613	662.506	739.938	558.581	855.676
"YGR161C-D"	29.7554	53.6138	122.131	306.679	331.551	232.029	280.523
"YGR161W-A"	50.177	57.7373	87.6623	80.6683	94.2157	112.735	162.169
"YGR161W-B"	105.455	183.772	222.384	147.685	162.002	189.129	243.095
"YGR161W-C"	13.4391	25.8725	30.4535	46.8857	51.756	65.1408	64.4004
"YGR162W"	166.976	119.696	190.065	120.212	108.921	108.748	107.141
"YGR163W"	8.47197	7.63835	4.79837	5.08003	9.21992	5.34484	3.38618
"YGR163W%2CYGR164W"	13.3184	20.0021	24.1505	15.4312	9.20922	14.9627	12.6056
"YGR164W"	2	2	2	2	2	2.33124	2.0506
"YGR165W"	18.8599	22.6914	23.816	19.9917	17.7673	19.8982	21.2681
"YGR166W"	18.5712	16.0534	17.8697	14.9246	15.6341	21.4224	21.8594
"YGR167W"	47.78	116.102	83.8469	86.8689	63.0185	80.8077	53.171
"YGR168C"	4.08643	6.74629	6.02259	6.40729	5.79469	7.78284	7.64971
"YGR169C"	7.67907	8.06651	8.08299	6.89352	5.83747	6.70991	7.89375
"YGR170W"	9.33874	14.8891	13.7938	10.3784	11.4056	13.5412	12.3783
"YGR171C"	7.72779	8.24956	8.61985	6.1179	5.93041	7.31155	7.36116
"YGR172C"	61.3681	74.1819	82.1892	86.4985	80.1811	72.0232	71.716
"YGR173W"	37.9293	21.2433	46.5606	28.861	30.6927	33.1714	36.4827
"YGR174C"	10.293	34.3341	23.8929	20.3826	20.767	26.8181	19.2036
"YGR174W-A"	2	7.24011	3.46402	3.82576	2.56515	8.31306	6.49197
"YGR175C"	386.489	283.082	370.418	394.158	368.95	381.868	486.748
"YGR176W"	2	2	2.33856	2	3.01229	2	5.78693
"YGR177C"	28.8932	12.7638	24.57	12.7648	16.9416	20.8956	28.7656
"YGR178C"	46.447	61.5045	63.9949	45.8682	47.007	56.4261	55.0545
"YGR179C"	5.62281	10.1946	9.78203	6.99588	7.18836	7.60393	6.22488
"YGR180C"	229.381	259.585	306.832	352.138	274.635	384.254	407.529
"YGR181W"	56.8851	86.442	78.6067	64.6267	61.6976	72.557	60.7024
"YGR182C"	3.3938	4.67378	5.23947	3.89406	7.38453	13.1908	13.6203
"YGR182C%2CYGR183C"	15.6827	54.3477	40.5248	41.0746	45.105	62.0408	65.3539
"YGR183C"	58.2925	156.474	124.928	168.512	189.044	225.424	224.513
"YGR184C"	28.4486	42.573	49.3603	34.1409	34.9967	40.624	36.6444
"YGR185C"	285.631	203.423	288.858	224.166	211.949	219.906	208.314
"YGR186W"	22.4741	34.6448	35.2787	25.2856	26.3339	29.9079	25.5508
"YGR187C"	24.0574	5.33085	26.15	14.2452	12.7313	9.85655	14.0803
"YGR188C"	2.32658	2	2.81695	2	2.03836	2.35768	2.96686
"YGR189C"	142.636	308.206	287.382	269.648	249.063	353.632	374.52
"YGR190C"	2	2	2	2	2	3.11411	3.15425
"YGR191W"	86.9258	45.4063	74.4639	68.056	54.7725	45.0396	55.1926
"YGR192C"	24110.8	18025.6	17401.6	16334.9	9823.72	11344.7	8388.43
"YGR193C"	24.2753	47.4161	39.4055	33.3821	30.8379	35.9208	29.4064
"YGR194C"	3.87401	23.8389	13.967	10.7598	8.4788	14.2312	8.00937
"YGR194C_5UTR"	2	2	2	2	2	2	2
"YGR195W"	38.0543	23.15	41.15	37.0024	27.5145	28.567	38.1731
"YGR196C"	5.93316	10.6438	9.79907	7.57986	8.04375	7.93912	6.98143
"YGR197C"	14.2708	15.5535	21.5013	27.1037	31.6613	32.5083	32.8125
"YGR198W"	29.1481	19.5335	31.1035	20.8387	21.6688	23.8217	26.5238
"YGR199W"	13.5013	17.0029	22.3214	17.3532	16.4845	16.0809	14.316
"YGR200C"	71.229	26.9647	81.5509	51.6369	44.3185	39.6286	49.0515
"YGR201C"	15.4059	29.8938	22.9014	30.5473	28.4655	40.2111	98.8814
"YGR202C"	24.2138	28.2439	31.4081	25.2776	26.6254	26.2878	26.2448
"YGR203W"	20.2233	28.5357	22.2083	26.4293	29.6103	29.7345	31.5463
"YGR204C-A"	2	6.35938	2.72745	4.97651	2	4.9877	3.87716
"YGR204W"	540.506	555.334	542.061	637.793	463.995	402.211	327.689
"YGR206W"	15.5458	32.9875	23.2217	19.1689	20.7408	21.9176	23.5679
"YGR208W"	74.3744	63.72	38.5492	31.1102	27.478	28.2349	33.6545
"YGR209C"	299.787	685.819	491.461	889.288	1139.04	1360.38	1544.14
"YGR210C"	42.8508	31.4318	50.8502	34.2127	39.4811	41.4058	41.2244
"YGR211W"	107.726	52.8701	127.388	79.42	83.0027	96.4138	118.024
"YGR212W"	2	2.96985	2.23303	2.51103	2.68799	3.14712	3.90561
"YGR213C"	2	5.59707	5.75161	6.50664	6.15199	8.33321	12.9976
"YGR214W"	2139.14	1319.31	1438.84	1308.36	1263.43	1262.36	1184.01
"YGR215W"	28.4838	36.703	31.3598	31.0118	28.9265	30.6416	28.9513
"YGR216C"	20.8643	23.3643	27.9575	26.5279	25.23	26.383	25.8131
"YGR217W"	17.4329	12.2908	21.7297	16.4134	16.127	15.6365	18.3222
"YGR218W"	73.241	90.2932	109.26	72.2937	73.3169	87.6177	84.3809
"YGR219W"	2	2	2	2	2	2	2
"YGR220C"	31.8073	36.0892	40.7467	32.0289	29.9473	33.3954	33.7331
"YGR221C"	8.31536	12.762	9.72304	4.00044	5.81302	6.67077	7.07469
"YGR222W"	11.3651	29.0949	18.6723	20.387	17.0818	19.402	18.7513
"YGR223C"	7.58527	13.2872	13.8381	12.0991	14.5649	20.5865	20.8322
"YGR224W"	2	2	2	2	2	2	2
"YGR225W"	2	2	2	2	2	2	2
"YGR226C"	2	2	2	2	2	2	2
"YGR227W"	28.0786	35.9019	37.4723	40.1221	34.3613	31.225	27.4186
"YGR228W"	2	2	2	2	2	2	2
"YGR229C"	55.3086	59.6702	71.7373	47.201	45.3429	48.7535	56.9108
"YGR230W"	5.2973	22.1809	14.5323	20.4287	20.0979	21.2911	15.0553
"YGR231C"	41.7408	81.5544	92.5442	79.3077	79.6312	91.0481	62.9561
"YGR232W"	43.851	84.4358	69.6358	77.5195	74.0209	84.3221	69.8925
"YGR233C"	11.0861	11.1087	13.0649	8.59029	9.20975	9.9748	11.0592
"YGR234W"	438.462	769.24	361.727	278.833	288.332	254.009	201.91
"YGR236C"	2	2	2	2.06428	2.20285	4.01438	11.0843
"YGR237C"	6.5902	19.1035	16.5613	14.2767	12.2361	18.4972	14.2042
"YGR238C"	10.7238	14.0939	15.9308	10.6462	9.93866	9.99995	9.08679
"YGR239C"	27.1166	15.6382	33.3957	31.1643	32.3629	18.8888	27.1218
"YGR240C"	692.777	566.439	469.6	447.19	307.604	288.603	222.691
"YGR240C-A"	2	2	2	2	2	2	2
"YGR241C"	13.0842	17.7707	18.6811	11.3734	10.889	15.8791	13.0591
"YGR242W"	2	2	2	2	2	2	2
"YGR244C"	31.6532	95.6947	89.7589	77.2329	78.9685	109.029	105.029
"YGR245C"	59.1194	17.6171	71.2358	34.1289	35.9641	32.907	42.2565
"YGR246C"	10.3946	9.55368	13.2924	9.15474	8.62825	10.6204	8.95863
"YGR247W"	18.5723	39.3737	30.3936	26.4578	23.3335	28.0542	19.4409
"YGR248W"	2	82.9088	20.3541	17.1577	13.899	52.0285	18.3819
"YGR249W"	6.60343	7.44047	19.3934	8.27912	6.39846	16.1959	11.9991
"YGR250C"	15.9223	43.3098	20.6319	21.2408	22.603	41.1331	42.6537
"YGR252W"	13.7051	14.9333	14.8113	11.5482	9.91287	11.0871	10.4034
"YGR253C"	89.0066	154.834	152.475	151.886	145.238	180.876	136.509
"YGR254W"	1194.72	4748.22	1521.89	956.768	895.302	1411.05	1539.56
"YGR255C"	20.3878	47.3878	32.3073	27.312	25.9295	32.2916	23.617
"YGR256W"	2	14.0275	3.12296	4.19829	4.79886	10.4549	12.8455
"YGR257C"	26.602	37.1257	39.757	38.5304	41.6386	43.0725	47.7084
"YGR258C"	3.67316	7.40801	6.94561	5.60193	6.34515	8.05795	7.14028
"YGR259C"	2	2	2	2	2	2	2
"YGR260W"	140.213	137.57	162.09	197.28	153.021	138.91	129.736
"YGR261C"	31.9603	39.3877	43.9553	28.2726	27.4336	29.0495	26.0423
"YGR262C"	35.7348	35.254	35.1792	33.3005	28.1832	29.1954	29.8449
"YGR263C"	9.4993	13.0647	11.2202	9.63948	8.73247	10.5988	10.2656
"YGR264C"	248.945	134.571	220.929	159.522	132.864	126.017	131.513
"YGR265W"	2	2	2	2	2	2	2
"YGR266W"	16.8211	31.1007	32.6692	36.914	38.1757	45.7943	40.311
"YGR267C"	125.027	159.049	176.978	182.126	160.486	162.996	159.19
"YGR268C"	13.9849	38.1547	35.0345	42.3219	41.9537	57.4297	70.4154
"YGR269W"	2	2	2	2	2	2	2
"YGR269W%2CYGR270W"	10.2217	20.7976	20.2405	13.8651	12.9705	17.9839	14.1075
"YGR270C-A"	2	2	2	2	2	2	2
